date,plant_id,tray_id,LFW_g,LDW_g,LA_mm2,actual_height_cm,area,perimeter,width,length,convex_hull,compactness,R_channel,G_channel,B_channel,H_channel,S_channel,V_channel,height_cm_max,height_cm_mode,e_minoraxis,e_majoraxis,e_eccentricity
07-Jul,18,6,130.79,7.23,1435.841,16,26816,768.9259679,220,191,30111.5,0.890556764,63,66,26,32,164,66,13.1,12.3,182.8249054,196.507309,0.366616792
07-Jul,19,6,96.72,5.77,1143.12,14.5,18063,631.1269784,171,164,20210.5,0.893743351,67,71,32,34,153,71,11.1,9.2,150.8484955,159.5977783,0.326552199
07-Jul,20,6,124.61,7.16,1385.932,16.3,21617,700.2396762,189,172,24245,0.891606517,58,63,27,35,159,64,12.6,11.3,161.5115509,175.7344208,0.394103389
07-Jul,21,6,123.26,6.66,1349.54,16.2,24490,702.7838326,192,183,27425.5,0.892964577,59,64,22,34,178,64,14.1,13,170.7272644,192.022171,0.457709437
07-Jul,22,6,108.81,6.11,1216.712,15,29418,754.0386658,236,184,31639.5,0.929787133,61,63,21,32,182,64,15,11.7,176.726059,219.78685,0.594522044
07-Jul,23,6,106.85,6.13,1286.56,14.5,26911,828.3229365,220,196,30672.5,0.877365718,65,66,23,31,174,67,13.6,11,171.1758728,208.6910095,0.572025307
07-Jul,24,6,80.08,4.74,943.638,14.4,20041.5,720.3401815,185,167,22249.5,0.900761815,75,76,31,31,160,77,12,10.8,146.6538849,180.3493347,0.582032317
07-Jul,25,6,86.84,4.89,1015.74,15.3,18552.5,614.7422024,161,163,20386,0.910060826,68,72,30,33,156,72,12.5,10.5,149.9349213,167.4936981,0.445729829
07-Jul,26,6,109.23,5.37,1218.628,16.3,23276,693.4701242,174,181,25423.5,0.915530906,62,65,24,33,170,66,14.7,13.8,157.3837433,194.4250488,0.587143518
07-Jul,27,6,90.91,5.19,1102.21,15.5,25339.5,799.3107439,240,159,27929,0.907282753,65,69,21,32,186,69,15.3,13.2,152.9106445,220.8347626,0.721493624
29-Jun,1,1,14.45,1.05,209.3,7.8,9959.5,641.6295046,161,118,13277,0.750131807,65,77,39,40,134,77,6.2,5.1,102.2942047,151.9595337,0.739490126
29-Jun,2,1,17.64,1.27,258.701,8,9776.5,540.4579316,128,134,12655,0.772540498,65,74,32,37,153,74,6.3,5.3,115.6107635,136.8046265,0.534640915
29-Jun,3,1,17.03,1.18,241.3,8.3,8600,513.7300098,121,151,11250.5,0.764410471,59,70,31,39,149,70,6.8,5.9,104.9618301,134.7471924,0.627081385
29-Jun,4,1,14.05,1,218.47,8,7343.5,513.2863587,114,125,9923,0.740048372,60,72,29,39,161,72,5.2,4.3,89.98668671,133.660675,0.7394174
29-Jun,5,1,15.89,1.17,242.23,8.9,10336,598.4995618,140,130,13354,0.7740003,65,76,33,38,152,76,8.1,6.9,129.2860107,132.0517273,0.203592048
29-Jun,6,1,9.53,0.73,142.409,7.5,8030,519.3868639,141,103,10305.5,0.779195575,69,80,38,39,142,80,6.2,4.8,94.56521606,135.2652588,0.715014702
29-Jun,7,1,20.82,1.41,287.15,9,11319,607.8721452,164,136,14703.5,0.76981671,65,73,32,37,154,73,7.1,5.8,120.4427109,150.1035004,0.596789621
29-Jun,8,1,7.22,0.5,120.268,7,4208.5,371.6051193,107,77,5822,0.72286156,74,82,36,36,148,82,4.2,3.7,76.0707016,102.2391357,0.668127504
29-Jun,9,1,20.02,1.36,269.43,9,10099.5,653.0264732,146,131,14011,0.720826493,58,72,33,41,149,72,4.2,3.6,119.4336853,130.7713165,0.407283355
29-Jun,10,1,15.5,1.09,221.624,7.5,8450,590.5584369,145,110,11335,0.745478606,68,79,35,38,151,79,5.1,4.1,101.1088791,131.0427704,0.636142497
29-Jun,11,1,15.27,1.13,223.66,7,9559.5,571.9726504,130,150,12659,0.755154436,66,76,31,37,157,76,7,4.9,109.9549942,136.4989014,0.592544693
29-Jun,12,1,13.06,1,189.707,7.7,9467.5,643.9137753,147,128,12847,0.736942477,67,76,38,38,136,76,6,4.9,107.0868835,132.6226959,0.589928914
29-Jun,13,1,13.77,1.03,203.95,7.5,8603.5,533.2863587,146,120,11762.5,0.731434644,75,82,39,35,141,82,5.7,4.4,98.64366913,147.2595062,0.742484877
29-Jun,14,1,22.32,1.5,307.349,9.2,10886,670.5828221,153,145,14200.5,0.766592726,65,76,35,39,147,76,4.2,3.8,118.4078522,143.22435,0.562599037
29-Jun,15,1,17.61,1.2,246.58,8,8909.5,581.4284941,131,138,12015,0.741531419,66,78,35,39,151,78,4.2,3.6,103.3012085,141.4951782,0.6833737
29-Jun,16,1,15.09,1.06,243.101,8.5,8540.5,572.8010775,141,137,12310,0.69378554,69,79,36,37,147,79,5.7,4.8,104.9651871,147.8956757,0.704479318
29-Jun,17,1,20.41,1.39,290.5,8.5,12295.5,707.7960252,158,156,17708.5,0.694327583,63,74,30,38,161,74,7.4,5.5,141.2818146,154.5454407,0.405316263
29-Jun,18,1,17.67,1.23,271.755,9.5,9349.5,560.3157963,120,139,12548.5,0.745069132,66,74,32,36,153,74,7.7,6.3,111.684494,137.8769989,0.586388551
29-Jun,19,1,10.1,0.66,154.78,7.7,5958.5,440.0904006,104,113,7792,0.764694559,76,83,41,36,137,84,4.2,3.6,86.68502808,115.5044785,0.660881097
29-Jun,20,1,11.03,0.73,172.122,8,6600,538.7594473,132,102,9354.5,0.705542787,72,83,39,38,144,83,3.7,3.1,92.55460358,125.6075668,0.676050472
29-Jun,21,1,13.4,0.93,192.85,7,7704.5,470.8599526,111,136,9616,0.801216722,70,81,35,37,154,81,4.9,4,94.46096802,126.5661774,0.665568711
29-Jun,22,1,18.85,1.29,266.474,8.5,11320.5,660.139171,155,145,15274,0.741161451,70,80,33,36,159,80,6.6,5.5,121.9086456,147.3782043,0.561933628
29-Jun,23,1,9.66,0.76,145.75,7.6,6243,601.4701242,113,124,9201,0.678513205,65,76,40,40,128,76,5.7,3,80.74922943,130.6615906,0.786175892
29-Jun,24,1,18.3,1.28,272.335,8.5,10566,672.0975409,165,138,15017.5,0.703579158,69,77,37,36,141,77,6.3,5.1,116.1321869,151.1950684,0.640335819
29-Jun,25,1,16.61,1.13,245.47,7.6,9569.5,591.9137753,128,137,12953,0.738786382,71,80,38,37,145,80,5.8,4.6,111.0865707,134.8416748,0.566837451
29-Jun,26,1,15.85,1.11,268.223,8.5,8495.5,601.5706295,136,129,11742,0.723513882,68,79,34,38,154,79,5,4.1,101.0421524,138.035614,0.681303985
29-Jun,27,1,21.94,1.5,333.1,8.4,12780,678.6416972,178,146,16599.5,0.769902708,68,78,35,38,154,78,6.9,5,123.7913437,156.2937775,0.610465707
29-Jun,28,1,16.16,1.16,238.524,8,8999.5,574.2569212,160,112,12528.5,0.718322225,61,73,31,39,156,73,8,5.5,100.1016312,152.3791656,0.753956229
29-Jun,1,2,16.13,1.28,241.39,7.7,8113.5,524.9432129,130,119,9980.5,0.812935224,74,78,40,33,134,79,6.6,5,96.68184662,128.3339996,0.657607035
29-Jun,2,2,14.94,1.16,240.186,8.3,7442.5,584.8843378,109,147,10443,0.712678349,74,78,35,33,149,78,6.8,5.4,91.65890503,131.776947,0.718467045
29-Jun,3,2,13.98,1.11,208.46,8,7527.5,456.7178172,102,129,9342.5,0.805726519,70,77,36,35,143,77,5.5,5.1,87.73405457,137.8663635,0.771383746
29-Jun,4,2,18.46,1.47,212.21,9,9122,580.3574264,122,142,12147,0.750967317,64,71,32,36,148,71,6.4,5.8,103.3171844,133.6305389,0.634216519
29-Jun,5,2,12.57,0.98,197.72,8,7240,587.5878744,136,104,10362.5,0.6986731,71,77,37,35,144,77,6.3,5.1,93.76647949,123.7578201,0.65264825
29-Jun,6,2,13.36,1.04,216.532,7.5,7989,605.7300098,137,108,11201,0.713239889,75,81,41,35,135,81,6.3,5.2,100.3457489,129.7944794,0.634268784
29-Jun,7,2,14,1.13,216.63,7.5,6986,481.1025932,116,121,9412.5,0.742204515,80,82,41,31,133,82,5.4,4.7,96.30337524,126.9143219,0.651316467
29-Jun,8,2,16.83,1.31,271.323,9,8287.5,577.0853482,118,137,10956.5,0.75640031,72,78,36,34,145,78,6.6,5.7,97.18686676,134.4580231,0.69105255
29-Jun,9,2,14.45,1.12,223.39,8.1,7124.5,474.7178172,97,131,8911.5,0.799472592,67,76,36,37,144,76,4,3.1,87.94271851,124.0910263,0.705514755
29-Jun,10,2,16.31,1.28,245.971,8.2,8528.5,603.5706295,130,130,11470,0.743548387,68,75,35,36,144,75,5.6,4.7,103.0883026,131.7683563,0.622845442
29-Jun,11,2,9.18,0.79,150.43,7.2,6334.5,468.0904006,143,96,8494,0.745761714,76,82,39,34,144,82,6.2,4.9,84.05261993,129.5729218,0.761053002
29-Jun,12,2,16.21,1.31,252.227,7.5,10017.5,610.4579316,142,136,13223,0.757581487,75,78,40,32,132,78,6.1,4.9,114.801033,133.131485,0.506375349
29-Jun,13,2,17.82,1.34,239.38,8,9218,589.1858535,144,124,12686,0.726627779,78,80,38,32,142,81,5.4,4.4,105.6680069,141.7283936,0.666430728
29-Jun,14,2,16.65,1.22,258.909,7,8231,552.8427076,130,131,11510.5,0.715086226,74,80,38,35,141,80,4.5,3.8,105.5325394,134.7832947,0.62204767
29-Jun,15,2,18.89,1.35,266.83,8.6,8375,553.3279889,109,145,11163,0.75024635,65,74,34,37,145,74,5.2,4.4,95.5941391,139.138443,0.726616449
29-Jun,16,2,15.4,1.12,287.218,8.5,7845,493.5878744,130,111,9976,0.78638733,74,80,31,34,164,80,6,5.2,94.98951721,125.0918198,0.650672655
29-Jun,17,2,11.06,0.89,163.84,8.6,7584,555.7300098,157,105,10233,0.741131633,77,83,38,34,147,83,5.9,4.6,91.22111511,145.8455048,0.780253013
29-Jun,18,2,21.11,1.6,313.173,8.4,11828,702.0386658,149,166,15038,0.786540763,78,79,38,31,141,80,7.4,6.5,112.0921555,157.072937,0.700521554
29-Jun,19,2,20.42,1.53,301.3,9.3,10462,664.9259679,145,155,15178,0.689287126,78,81,37,33,146,82,5.9,4.7,123.4726334,142.7910004,0.502273537
29-Jun,20,2,18.11,1.36,262.984,8.4,8807,598.7005723,148,117,12088.5,0.728543657,73,79,37,35,143,79,4.3,3.1,102.3676529,134.7528687,0.650309276
29-Jun,21,2,16.2,1.24,202.77,8.1,8984.5,503.5462443,114,143,11165,0.804702194,76,83,38,35,146,83,5.8,4.9,103.6225128,131.8361206,0.618233034
29-Jun,22,2,17.39,1.34,263.316,8.1,10200.5,670.8843378,163,137,13694,0.744888272,74,79,35,33,150,79,7,5.5,111.8413849,144.7936859,0.635113365
29-Jun,23,2,14.14,1.21,187.17,7,8137.5,627.9137753,134,116,12426.5,0.654850521,72,75,39,33,130,76,6.6,4.6,109.0305862,133.3635864,0.575866283
29-Jun,24,2,17.58,1.35,250.816,7.1,10439.5,674.0559107,149,123,14269.5,0.731595361,79,81,39,31,139,81,6.7,5.4,115.5697861,145.3160858,0.606216934
29-Jun,25,2,8.67,0.71,148.6,6.6,5395.5,478.0315255,90,130,7324.5,0.736637313,80,83,37,32,149,83,5,3.6,73.12473297,126.047142,0.814518224
29-Jun,26,2,16.45,1.27,247.031,9.2,9085.5,585.0853482,133,124,12357.5,0.735221525,77,82,40,34,140,82,6,4.1,110.4289703,128.8791199,0.515580014
29-Jun,27,2,16.73,1.27,262.4,8.4,9568.5,571.7716399,134,130,12485.5,0.766368988,76,80,36,33,150,80,7.6,5.6,110.0048447,135.7498322,0.585946463
29-Jun,28,2,13.5,1.11,196.24,7.7,8888,523.5289993,119,130,11864,0.749157114,72,77,34,34,152,77,7.8,6,118.4598465,124.3303452,0.303651846
29-Jun,1,3,14.98,1.15,234.38,7.7,9496.5,563.4284941,149,127,12646.5,0.750919227,73,77,42,35,123,77,7.8,6.5,106.7882156,143.3395081,0.667062266
29-Jun,2,3,18.22,1.39,282.702,8.6,9505,566.6416972,155,110,12736.5,0.746280375,73,76,39,33,137,76,6,5.4,102.1418915,147.0998535,0.719617075
29-Jun,3,3,16.69,1.3,252.3,8,8586.5,522.6589421,123,140,11448,0.750043676,64,71,38,38,126,71,4.5,4,106.8015289,132.2672729,0.589912009
29-Jun,4,3,16.42,1.27,243.611,7.8,8669.5,536.6589421,131,129,11060.5,0.783825324,63,70,38,38,127,70,5.3,4.6,102.7519836,124.9513168,0.569001996
29-Jun,5,3,18.32,1.33,275.55,8.7,9961.5,612.8843378,166,125,13121,0.759202805,69,75,39,36,132,75,6.4,5.2,109.4263229,146.7449646,0.666292511
29-Jun,7,3,16.76,1.29,258.91,8.8,8584.5,623.9137753,138,114,11394.5,0.753389793,77,80,44,32,123,80,6.7,5.6,97.18875885,132.2147217,0.677977416
29-Jun,8,3,22.93,1.66,328.227,8.5,9828,614.984843,150,129,13490,0.728539659,68,73,35,34,143,73,5.9,4.7,114.958519,140.0392914,0.571069249
29-Jun,9,3,8.43,0.72,144.08,7,5001,392.8183224,109,85,6111,0.818360334,71,79,44,38,120,79,3.8,3.1,75.67119598,104.7670441,0.691600201
29-Jun,10,3,16.95,1.28,245.054,8.8,8444,558.0142806,146,110,11213.5,0.753020912,64,72,36,38,137,72,5.8,4.6,98.84565735,140.6167603,0.711245554
29-Jun,11,3,15.71,1.16,234.18,8,9150.5,646.5411919,146,126,11957,0.765283934,70,76,40,35,131,76,6.4,5.4,92.02472687,151.5809631,0.794625822
29-Jun,12,3,13.21,0.98,215.013,7,9182,525.0437181,133,110,11076.5,0.828962217,78,80,46,32,119,81,6.4,5.3,97.30406189,137.7902374,0.70803704
29-Jun,13,3,15.35,1.17,231.92,7.8,8124,626.2985513,117,139,11214,0.724451578,74,78,42,33,122,78,6.1,4.5,100.3283844,129.7084656,0.633806779
29-Jun,14,3,14.89,1.18,225.814,7.4,7634,433.5046141,125,104,9190.5,0.830640335,70,76,40,36,127,76,4.2,3.7,88.73910522,124.8707199,0.703547917
29-Jun,15,3,13.21,0.97,213.39,7.5,6898.5,493.3452338,133,97,9322,0.7400236,71,79,40,37,133,79,3.9,3,88.78161621,130.332489,0.73210362
29-Jun,17,3,19.28,1.42,299.61,8.5,8705.5,481.830515,130,124,10754,0.809512739,70,75,33,34,150,75,7,5.7,101.6843109,134.2128448,0.652678813
29-Jun,18,3,7.2,0.64,117.528,7.1,8066,612.4995618,143,102,11115.5,0.725653367,76,78,43,32,121,79,6,4.3,94.78516388,135.3282623,0.713741488
29-Jun,19,3,13.03,0.97,207.58,7.2,8295,503.8721452,133,124,10362.5,0.800482509,76,77,39,31,134,78,5.9,5.2,98.84437561,137.3292999,0.694221175
29-Jun,20,3,13.92,1.08,217.578,8.1,4983.5,408.232536,85,113,6831,0.729541795,75,81,45,35,119,81,3.4,2.5,79.22592926,102.5778198,0.635197787
29-Jun,21,3,19.58,1.47,289.31,8.4,8121.5,516.8010775,133,107,10374,0.782870638,73,79,42,36,127,79,4.8,4.1,102.2398071,123.9813538,0.565659984
29-Jun,22,3,14.01,1.1,228.643,7.9,10888.5,607.7716399,159,150,14758,0.737803225,68,73,34,35,145,73,7.1,5.8,116.1992722,165.1287842,0.710508343
29-Jun,23,3,11.83,0.96,203.94,7.9,9355.5,580.2569212,150,134,12619.5,0.741352668,67,72,35,35,141,72,7.1,5.3,112.8214035,137.933197,0.575300191
29-Jun,24,3,13.57,1.04,209.483,7.1,6145.5,536.600067,126,124,9153,0.671419207,73,76,39,33,129,76,6.6,4.5,87.88732147,130.1534271,0.737580355
29-Jun,25,3,15.78,1.18,244.92,8,8593,500.9015827,109,143,10846,0.792273649,74,77,39,32,137,77,6.9,5.1,95.15960693,147.1341248,0.762698538
29-Jun,26,3,11.74,0.95,194.776,7.7,8575,597.1269784,122,132,11426.5,0.750448519,72,77,42,35,125,77,5,3.8,96.38356781,135.5616302,0.703197612
29-Jun,27,3,11.22,0.89,189.39,7,8447,557.8721452,113,145,10871.5,0.776985697,70,76,40,36,131,76,6.5,5.1,95.17319489,136.9645233,0.71913074
29-Jun,28,3,10.97,0.91,169.882,7.9,6327.5,497.002088,106,132,8941,0.707694889,72,78,44,36,117,78,5.6,4.2,87.10206604,118.5304565,0.678230029
29-Jun,1,4,19.31,1.5,300.05,7.7,11952.5,716.4234418,164,146,15697,0.761451233,77,79,36,32,150,80,6.9,5.8,116.6313477,159.2296143,0.680796389
29-Jun,2,4,11.33,0.91,164.993,6.5,7101.5,511.4873692,134,110,9499,0.747605011,87,88,42,30,142,89,5,4.2,91.24398041,133.3709869,0.729353852
29-Jun,3,4,17.48,1.31,262.04,7.5,8837,599.7300098,135,155,12465,0.708945046,72,78,35,34,147,78,5.4,4.3,111.1593399,135.4224548,0.57116699
29-Jun,4,4,18.05,1.38,270.727,7.2,8819,480.4751766,118,131,10743.5,0.820868432,66,72,34,35,144,72,4.9,4.4,107.5002213,133.9212189,0.59636635
29-Jun,5,4,14.63,1.12,237.78,7.7,8663,557.3868639,130,120,11133,0.77813707,76,80,36,33,150,80,5.9,4,107.6692657,124.5695419,0.50292408
29-Jun,6,4,8.36,0.67,160.23,6.5,6657,481.7888849,126,113,9164.5,0.726389874,75,81,33,34,158,81,5.7,4.3,93.99153137,126.9304504,0.672060415
29-Jun,7,4,18.62,1.43,290.6,7.5,10433,578.984843,148,121,12982,0.803651209,79,80,39,31,142,81,6.2,4.3,109.3731613,149.440155,0.681427064
29-Jun,8,4,17.64,1.32,274.188,8,9818.5,592.7422024,145,138,13558,0.724184983,80,83,38,32,146,84,5.5,4.5,113.4697952,143.2476196,0.610360941
29-Jun,9,4,16.03,1.32,253.3,7.1,8146,528.9015827,116,145,11198.5,0.727418851,73,79,36,35,146,79,4.1,3.4,102.853241,138.6184387,0.67041298
29-Jun,10,4,17.86,1.37,272.946,7.3,9239,562.1564159,142,134,12485,0.74000801,69,76,33,35,153,76,5.1,4.3,109.9647064,140.579483,0.622996739
29-Jun,11,4,18.3,1.38,275.06,7.8,11841.5,700.6833273,155,151,15805.5,0.749201227,73,78,34,34,154,78,6.7,4.5,113.8348465,162.165802,0.712210657
29-Jun,12,4,16.25,1.26,239.774,7,10031,638.9259679,154,143,13564.5,0.739503852,79,80,38,31,144,81,7.1,5.4,114.9278793,138.5352783,0.558368756
29-Jun,13,4,19,1.41,302.73,7.8,10698.5,601.4284941,144,148,14262,0.750140233,79,81,37,31,148,81,6.1,4.8,117.1794434,146.5319824,0.600419634
29-Jun,14,4,8.98,0.73,148.769,6,5495,456.1320307,87,125,7178,0.765533575,83,89,42,34,141,89,3,2.6,77.53858948,121.7374115,0.770919061
29-Jun,15,4,15.38,1.15,242.41,7.9,7695.5,547.1442233,132,112,10431.5,0.73771749,71,79,37,36,144,79,4,3.4,100.074234,126.1636963,0.608948927
29-Jun,16,4,20.84,1.49,334.038,7.6,12240,683.2691138,163,153,15644,0.782408591,74,79,33,34,159,80,6.5,5.1,132.5393677,138.8347931,0.297713461
29-Jun,17,4,14.02,1.12,235.65,7.4,8842,551.5289993,130,121,11174.5,0.791265828,76,79,32,32,159,79,6.6,5.5,106.4496155,128.0511475,0.555815856
29-Jun,18,4,15.15,1.18,286.395,6.6,9827.5,565.9137753,122,153,13368.5,0.735123611,84,85,39,31,145,86,5.6,4.3,106.2975693,151.9474945,0.714566261
29-Jun,19,4,19.3,1.43,311.78,7.8,10345.5,634.5411919,140,154,14160,0.730614407,80,83,39,32,145,84,5.2,4.1,115.7615433,145.4674072,0.605572366
29-Jun,20,4,20.07,1.53,255.104,7.5,9691.5,551.002088,142,128,12890.5,0.751832745,73,79,36,35,148,79,3.4,2.8,115.2085876,134.1472778,0.512274691
29-Jun,21,4,22.82,1.73,349,7.5,11676.5,681.1686085,134,165,15758.5,0.740965193,70,77,32,35,160,77,5.5,4.9,120.627182,153.7233429,0.619871811
29-Jun,22,4,17.18,1.34,191.278,7.5,10297,671.6122596,136,148,14893,0.691398644,74,79,30,33,167,80,6.8,5.5,121.6187897,148.6663208,0.575125047
29-Jun,23,4,14.56,1.17,233.97,6.9,9653.5,580.600067,134,128,12829,0.752474862,77,80,37,32,144,80,6,5,119.2179565,132.8593597,0.441371464
29-Jun,24,4,16.61,1.29,239.64,7.8,10483,774.7249575,133,159,14807,0.707975957,82,84,40,31,143,85,6.1,4.9,114.5785446,150.6067963,0.649010585
29-Jun,25,4,18.57,1.43,293.33,6.8,10581.5,563.4873692,155,143,14012,0.755174136,78,81,37,32,147,82,5.1,4.7,118.4317627,150.5656891,0.61749005
29-Jun,26,4,17.36,1.34,212.832,8.8,8194,512.9015827,109,150,10742,0.762800223,72,78,33,34,158,78,5.5,4.5,98.40931702,141.8535156,0.720226486
29-Jun,27,4,11.82,0.98,193.79,7,7789,536.215291,138,118,9740.5,0.799650942,78,83,36,33,152,83,5.3,4.2,94.23987579,139.6063843,0.737781249
29-Jun,28,4,12.71,1.07,185.181,7.3,9701,571.4701242,129,150,13179,0.736095303,75,79,34,33,154,79,6.1,4.8,117.2510071,140.5162811,0.551113869
29-Jun,1,5,15.9,1.31,239.54,6.8,10214.5,602.3990566,138,133,13195.5,0.774089652,81,77,36,27,150,82,6.7,5.5,116.8506393,134.9012909,0.499708504
29-Jun,2,5,12.56,1.11,210.625,6.5,7791.5,538.6589421,111,133,10509,0.741412123,90,85,42,27,142,90,5.5,4.5,105.0066681,119.8847275,0.482498206
29-Jun,3,5,14.35,1.15,216.66,6.9,7741,534.5584369,139,111,10240,0.755957031,75,76,36,31,146,77,4.6,4.1,98.76655579,131.9745331,0.663274875
29-Jun,4,5,14.33,1.17,227.183,7.2,8261,568.5584369,105,150,11416.5,0.723601804,71,73,36,32,138,74,5.5,4.6,97.04481506,144.1316223,0.739363121
29-Jun,5,5,15.58,1.2,252.15,7.9,9018.5,533.002088,131,135,11696.5,0.77104262,76,76,32,30,162,78,6,5.1,107.9124298,137.2452545,0.617877473
29-Jun,6,5,17.72,1.42,264.708,7.5,11906.5,701.3107439,142,147,16003,0.744016747,78,77,34,30,153,80,7.8,5.8,131.2724457,139.8780365,0.345339304
29-Jun,7,5,18.07,1.43,280.33,6.6,11577.5,711.6538898,158,151,16493,0.70196447,81,77,33,27,157,81,5.5,4.2,120.599556,156.1188965,0.635032619
29-Jun,8,5,9.03,0.76,157.707,7,5853.5,442.232536,115,107,7967.5,0.734672105,88,86,40,29,146,89,4.1,3.2,92.195755,113.0632401,0.578848254
29-Jun,9,5,20.35,1.53,303.08,7.7,10232,594.5584369,121,148,13586.5,0.753100504,68,73,33,34,147,73,4.1,3.7,110.0419083,148.0902557,0.669210086
29-Jun,10,5,15.64,1.22,244.253,7,8829,610.2985513,122,130,11757,0.750956877,72,75,35,32,147,75,4.7,3.9,107.6908264,130.5054321,0.564865906
29-Jun,11,5,16.7,1.3,267.3,7.5,10435.5,567.1442233,136,132,12699.5,0.821725265,80,79,37,29,150,82,6.2,4.9,114.3548737,129.203537,0.465447651
29-Jun,12,5,20.14,1.56,297.366,7,11366,635.6122596,135,146,15443.5,0.735973063,82,76,30,27,166,83,6.5,5.1,123.5261307,148.292572,0.553289048
29-Jun,13,5,10.24,0.86,174.19,7.5,6354.5,508.3746713,150,95,9036.5,0.703203674,87,84,39,28,148,87,5.6,4.6,79.81108856,134.3523102,0.804433072
29-Jun,14,5,17.8,1.34,263.376,7,8609,532.3574264,125,135,11399.5,0.755208562,75,77,34,31,149,78,4.1,2.9,105.8392639,129.7949219,0.578849283
29-Jun,15,5,11.29,0.89,185.32,6.9,5723.5,495.4873692,117,111,8587.5,0.666491994,72,77,36,34,143,77,3.8,3.2,96.59400177,115.9558487,0.553236894
29-Jun,16,5,13.19,1.01,207.594,7.3,8604.5,581.7716399,148,134,12061.5,0.713385566,81,82,34,31,159,83,6.2,5,99.70272827,151.4127197,0.752595449
29-Jun,17,5,23.53,1.76,359.16,7.8,12928.5,759.0508584,162,164,18120.5,0.71347369,78,76,31,29,162,79,7.7,5.3,135.3068085,149.9752655,0.431330152
29-Jun,18,5,19.18,1.4,282.496,7.2,11241.5,611.5706295,168,133,14416.5,0.77976624,88,82,37,26,153,89,5.9,4.5,113.0780945,156.0777893,0.689276577
29-Jun,19,5,15.02,1.14,240.41,6.9,9179.5,558.600067,156,122,12117.5,0.757540747,79,78,36,29,145,80,4.8,3.6,107.0374985,142.7759094,0.661790542
29-Jun,20,5,8.88,0.75,148.97,6.6,5365,442.8183224,107,117,7517.5,0.713668108,79,82,38,32,144,83,3.4,2.7,85.54005432,117.0065079,0.68230149
29-Jun,21,5,13.61,1.03,227.01,7,8855.5,648.5411919,138,126,12524.5,0.707054174,78,80,36,32,148,81,5.3,4.3,111.6799469,133.4857483,0.547748222
29-Jun,22,5,13.5,1.06,211.984,7.5,9079.5,616.0559107,134,128,12478,0.727640648,83,81,35,29,158,84,7.1,5.1,109.8612518,134.1999207,0.574308836
29-Jun,23,5,8.09,0.74,136.88,6.5,7126.5,525.3452338,140,98,9341,0.762926881,87,81,40,27,143,87,6.7,4.9,88.35237885,135.0525513,0.756315195
29-Jun,24,5,16.84,1.37,263.583,8.3,9171,494.4751766,140,118,11394,0.804897314,84,79,34,27,160,84,6.6,4.7,111.4702377,140.2763824,0.607071488
29-Jun,25,5,19.03,1.47,298.94,8.5,10847.5,604.0559107,152,146,14235.5,0.762003442,78,77,34,29,155,79,6.3,4.8,114.2167358,154.1555786,0.671594837
29-Jun,26,5,12.78,1.01,203.787,7,7689,541.5289993,105,140,10274.5,0.748357584,78,79,35,31,151,80,5.2,3.9,99.83679962,132.9628754,0.660458877
29-Jun,27,5,17.94,1.43,294.06,8,10026,622.2985513,149,147,13645.5,0.734747719,75,75,31,30,159,77,5.5,4.3,108.6667099,155.4381256,0.715024435
29-Jun,28,5,21.02,1.65,319.072,7.7,12264,652.4995618,148,149,15819,0.775270245,77,74,27,29,174,78,8.9,6.6,135.5621185,139.8714752,0.246311971
29-Jun,1,6,9.6,0.81,167.15,8.2,7229.5,551.2863587,137,111,9929.5,0.728082985,72,75,37,33,141,76,7.5,6.2,93.91649628,122.1322708,0.639280493
29-Jun,2,6,18.65,1.46,251.948,7.1,11999.5,647.6538898,134,154,16006,0.749687617,75,76,38,30,138,77,6.7,5.2,126.1809235,145.5818024,0.498767969
29-Jun,3,6,8.06,0.74,137.39,6,5347,441.3036036,95,107,6960.5,0.76819194,74,79,42,35,126,79,4.6,4.1,73.79533386,110.6499481,0.745123903
29-Jun,4,6,13.78,1.16,221.214,6.6,7159.5,467.2030984,107,134,9245.5,0.774376724,66,71,37,35,133,71,4,3.4,95.26352692,126.9560928,0.661022668
29-Jun,5,6,19.33,1.57,301.46,7.7,10437,596.215291,140,150,13495.5,0.773368901,73,76,36,33,142,77,6.1,4.7,116.9617157,134.3091888,0.491567868
29-Jun,6,6,11.58,0.92,185.605,6.7,7993,596.8427076,140,124,10688,0.747848054,77,79,38,32,145,81,6.2,5.1,89.66819,140.5496979,0.770051201
29-Jun,7,6,15.04,1.23,239.55,6.8,8831.5,551.0853482,159,117,12198.5,0.723982457,76,77,36,30,144,78,6.3,4.6,105.2216949,148.5546112,0.705908413
29-Jun,8,6,21.56,1.64,317.225,6.6,11507,575.8721452,156,131,14444.5,0.796635398,76,77,41,31,129,79,5.3,4.7,119.7795181,147.2997742,0.582028515
29-Jun,9,6,14.11,1.2,223.86,6.5,7996,539.7300098,130,121,10595,0.754695611,70,77,39,36,135,77,3.8,2.9,94.4147644,131.7840271,0.697653263
29-Jun,10,6,18.59,1.55,273.554,7.5,9490,560.0731556,121,154,12244.5,0.775041856,67,72,33,34,149,72,5.5,4.2,104.2585526,142.2301941,0.680199693
29-Jun,11,6,6.45,0.58,118.17,5.5,5031.5,453.2619735,105,118,7489.5,0.671807197,83,87,40,32,146,87,5.2,3.1,87.32769775,107.8694687,0.587025755
